stamp_sec,recv_wall_sec,accepted_gap_sec,x,y,z,qx,qy,qz,qw
1785497056.505740404,1789401678.660205,0.000000,-0.002837733591793304,0.005930890463650674,-0.0028954878329450207,0.003812379686623849,-0.028126455871076903,-5.6633209676489196e-05,0.9995971013533125
1785497056.605889320,1789401678.697328,0.100149,-0.0031538822330501592,0.005740768211976199,-0.0028981215627736923,0.0038318970226171143,-0.0281248477140276,-4.6531837594836655e-05,0.9995970724952462
1785497056.705776453,1789401678.832182,0.099887,-0.03916669835566319,0.018245887725280803,-0.0011147127031311266,0.003829564266960055,-0.028113401376145174,-4.375512814297756e-05,0.9995974035510923
1785497056.805559397,1789401678.932558,0.099783,-0.024831914756195464,-0.0021052751023718976,-0.005162281623405707,0.003905840566844227,-0.028075880057320826,-6.552344219480474e-05,0.9995981618006103
1785497056.905585766,1789401679.110725,0.100026,-0.04022261659760911,0.007520648525146102,-0.0008007530313186018,0.003858861337556159,-0.02809782787524884,-5.619091634293808e-05,0.9995977281389042
1785497057.005833149,1789401679.161072,0.100247,-0.0397049887726085,0.009244551845661904,-0.0003728982634332856,0.0038700887819443377,-0.027961349946560972,-5.856893971477536e-05,0.9996015115493136
1785497057.105914116,1789401679.225554,0.100081,-0.035256818416170496,0.0077413738632438715,-0.0008340748117141028,0.003976680335884118,-0.02772499259189085,-0.0001011236322291979,0.9996076733265428
1785497057.205642939,1789401679.343543,0.099729,-0.022838422827283163,0.0090726024001846,-5.708005926291504e-05,0.0038989469770964753,-0.027210338433770406,-7.14128571292376e-05,0.9996221239023277
1785497057.305518866,1789401679.442416,0.099876,-0.033868178794552894,0.004954123001569505,-0.001511244242377363,0.004134234955383265,-0.027939184292486246,-8.86341591724642e-05,0.9996010715412411
1785497057.405603170,1789401679.542419,0.100084,-0.030525745370869543,0.0058079600213604135,-0.0019948455754848493,0.003977721419370281,-0.027441553921309526,-8.822254585620947e-05,0.999615491610391
1785497057.506054163,1789401679.641394,0.100451,-0.027538505160572567,0.005549995127590853,-0.0030900517238819925,0.004007325116561168,-0.027166233203733507,-6.93766393773347e-05,0.9996228950488378
1785497057.605827808,1789401679.746086,0.099774,-0.028959206198952592,0.0049968187501412634,-0.0024164603331668366,0.004000756267078123,-0.027347060194703024,-7.720097530210135e-05,0.9996179901782558
1785497057.705650806,1789401679.842152,0.099823,-0.029944133478750107,0.0027478256569088417,-0.0012450923930277247,0.0041141003957853705,-0.027436445672782948,-8.952481622865031e-05,0.9996150797242369
1785497057.805523872,1789401679.940902,0.099873,-0.02646860615890787,0.006268739134713296,-0.0015725390222310898,0.0036876907267745242,-0.02713218718059849,-7.448910754575163e-05,0.999625049609743
1785497057.905591249,1789401680.043491,0.100067,-0.02475395722884423,0.0034811845564943866,-0.0015327489492462099,0.003993354226232699,-0.02715608377938352,-8.028106973319521e-05,0.9996232259160189
1785497058.005958796,1789401680.148766,0.100368,-0.02459124606773211,0.002712015813350103,-0.0004908279069146815,0.0039637627893491,-0.027338553978936107,-7.151710555361903e-05,0.9996183706476195
1785497058.105751276,1789401680.241360,0.099792,-0.02319386117644366,0.004460745842826809,0.00029371558593122016,0.0037633246615526965,-0.027341314589527186,-5.840182078454953e-05,0.9996190706930531
1785497058.205631495,1789401680.344344,0.099880,-0.024336126488551074,0.0052583884057605616,-0.00016103906599768125,0.003719496506209146,-0.027609605077876402,-5.004978667510214e-05,0.9996118609481434
1785497058.305483341,1789401680.443872,0.099852,-0.02325468729399604,0.007071742383889874,0.0012983678001758925,0.003562721480324185,-0.02756430122120622,-2.9082028068120765e-05,0.9996136831136733
1785497058.405687332,1789401680.546707,0.100204,-0.02579330268356802,0.00391461111317342,0.0003589661884552675,0.003910901728108683,-0.027908209330058435,-2.1959032805824888e-05,0.9996028392404009
1785497058.506133080,1789401680.635652,0.100446,-0.022163156476163494,0.0075559771698694485,-4.7092816160054785e-05,0.0035756667975653145,-0.027625321696246874,-1.597776602768787e-05,0.9996119526860661
1785497058.605814695,1789401680.721015,0.099682,-0.021783253281075457,0.005369093008601375,-0.0009468878217920862,0.003859534192460039,-0.02772497881434334,-2.320505574482071e-05,0.999608137725526
1785497058.705622435,1789401680.847555,0.099808,-0.02149027659845662,0.004937710577062359,-5.218723505912015e-05,0.003878386922093764,-0.027799982717478317,-2.6916692202052233e-05,0.9996059815503754
1785497058.805493832,1789401680.949957,0.099871,-0.02163268217995115,0.006304521534927649,-0.0007089006962572308,0.0037769402179794846,-0.027919218856432507,-4.469242823384929e-05,0.99960304618565
1785497058.905643940,1789401681.043273,0.100150,-0.025238847876242976,0.004373448161312449,-0.001228294477342018,0.003958558551181181,-0.028239982485329482,-6.123926889927054e-05,0.9995933320371763
1785497059.005920410,1789401681.134192,0.100276,-0.030439817305118654,0.010082273532258624,-0.0010749929663596003,0.003461260962329761,-0.028577966029949938,-3.063555115073537e-05,0.9995855734211114
1785497059.105730772,1789401681.332032,0.099810,-0.028567320287540894,0.010612543601622167,-0.0012968617951570338,0.0036138293528931394,-0.02819075398903914,-2.1750743199971566e-05,0.9995960289806328
1785497059.205543995,1789401681.410920,0.099813,-0.01565768287971342,0.014108234123285856,-0.0002056676640427857,0.0034067569106634747,-0.02708352238214043,-1.868409523797704e-05,0.9996273688098178
1785497059.305551767,1789401681.445217,0.100008,-0.024615330995017656,0.0071299107656238635,-0.0018240793860306304,0.00419232916604354,-0.028236228487643858,-0.00013438158464624807,0.9995924778221144
1785497059.405975819,1789401681.540105,0.100424,-0.03203689683965313,0.0025167115336433826,-0.0030375517147627207,0.004434631926686215,-0.028746797405249953,-0.00012164702116393577,0.9995768809254373
1785497059.505888700,1789401681.640071,0.099913,-0.02659509716465249,0.006220462254090628,-0.0022732121099911518,0.003920261693468643,-0.027991004212853866,-0.00010468755720668801,0.9996004823287818
