stamp_sec,recv_wall_sec,accepted_gap_sec,x,y,z,qx,qy,qz,qw
1785497056.505740404,1789400708.339131,0.000000,-0.002837733591793304,0.005930890463650674,-0.0028954878329450207,0.003812379686623849,-0.028126455871076903,-5.6633209676489196e-05,0.9995971013533125
1785497056.605889320,1789400708.375937,0.100149,-0.0031538822330501592,0.005740768211976199,-0.0028981215627736923,0.0038318970226171143,-0.0281248477140276,-4.6531837594836655e-05,0.9995970724952462
1785497056.705776453,1789400708.517449,0.099887,-0.03916669835566319,0.018245887725280803,-0.0011147127031311266,0.003829564266960055,-0.028113401376145174,-4.375512814297756e-05,0.9995974035510923
1785497056.805559397,1789400708.616977,0.099783,-0.024831914756195464,-0.0021052751023718976,-0.005162281623405707,0.003905840566844227,-0.028075880057320826,-6.552344219480474e-05,0.9995981618006103
1785497056.905585766,1789400708.800168,0.100026,-0.04022261659760911,0.007520648525146102,-0.0008007530313186018,0.003858861337556159,-0.02809782787524884,-5.619091634293808e-05,0.9995977281389042
1785497057.005833149,1789400708.851234,0.100247,-0.0397049887726085,0.009244551845661904,-0.0003728982634332856,0.0038700887819443377,-0.027961349946560972,-5.856893971477536e-05,0.9996015115493136
1785497057.105914116,1789400708.897112,0.100081,-0.035256818416170496,0.0077413738632438715,-0.0008340748117141028,0.003976680335884118,-0.02772499259189085,-0.0001011236322291979,0.9996076733265428
1785497057.205642939,1789400709.022658,0.099729,-0.022838422827283163,0.0090726024001846,-5.708005926291504e-05,0.0038989469770964753,-0.027210338433770406,-7.14128571292376e-05,0.9996221239023277
1785497057.305518866,1789400709.121974,0.099876,-0.033868178794552894,0.004954123001569505,-0.001511244242377363,0.004134234955383265,-0.027939184292486246,-8.86341591724642e-05,0.9996010715412411
1785497057.405603170,1789400709.226194,0.100084,-0.030525745370869543,0.0058079600213604135,-0.0019948455754848493,0.003977721419370281,-0.027441553921309526,-8.822254585620947e-05,0.999615491610391
1785497057.506054163,1789400709.321701,0.100451,-0.027538505160572567,0.005549995127590853,-0.0030900517238819925,0.004007325116561168,-0.027166233203733507,-6.93766393773347e-05,0.9996228950488378
1785497057.605827808,1789400709.425299,0.099774,-0.028959206198952592,0.0049968187501412634,-0.0024164603331668366,0.004000756267078123,-0.027347060194703024,-7.720097530210135e-05,0.9996179901782558
1785497057.705650806,1789400709.517817,0.099823,-0.029944133478750107,0.0027478256569088417,-0.0012450923930277247,0.0041141003957853705,-0.027436445672782948,-8.952481622865031e-05,0.9996150797242369
1785497057.805523872,1789400709.622630,0.099873,-0.02646860615890787,0.006268739134713296,-0.0015725390222310898,0.0036876907267745242,-0.02713218718059849,-7.448910754575163e-05,0.999625049609743
1785497057.905591249,1789400709.722414,0.100067,-0.02475395722884423,0.0034811845564943866,-0.0015327489492462099,0.003993354226232699,-0.02715608377938352,-8.028106973319521e-05,0.9996232259160189
1785497058.005958796,1789400709.824188,0.100368,-0.02459124606773211,0.002712015813350103,-0.0004908279069146815,0.0039637627893491,-0.027338553978936107,-7.151710555361903e-05,0.9996183706476195
1785497058.105751276,1789400709.919680,0.099792,-0.02319386117644366,0.004460745842826809,0.00029371558593122016,0.0037633246615526965,-0.027341314589527186,-5.840182078454953e-05,0.9996190706930531
1785497058.205631495,1789400710.027908,0.099880,-0.024336126488551074,0.0052583884057605616,-0.00016103906599768125,0.003719496506209146,-0.027609605077876402,-5.004978667510214e-05,0.9996118609481434
1785497058.305483341,1789400710.122587,0.099852,-0.02325468729399604,0.007071742383889874,0.0012983678001758925,0.003562721480324185,-0.02756430122120622,-2.9082028068120765e-05,0.9996136831136733
1785497058.405687332,1789400710.235409,0.100204,-0.02579330268356802,0.00391461111317342,0.0003589661884552675,0.003910901728108683,-0.027908209330058435,-2.1959032805824888e-05,0.9996028392404009
1785497058.506133080,1789400710.300070,0.100446,-0.022163156476163494,0.0075559771698694485,-4.7092816160054785e-05,0.0035756667975653145,-0.027625321696246874,-1.597776602768787e-05,0.9996119526860661
1785497058.605814695,1789400710.432342,0.099682,-0.021783253281075457,0.005369093008601375,-0.0009468878217920862,0.003859534192460039,-0.02772497881434334,-2.320505574482071e-05,0.999608137725526
1785497058.705622435,1789400710.529352,0.099808,-0.02149027659845662,0.004937710577062359,-5.218723505912015e-05,0.003878386922093764,-0.027799982717478317,-2.6916692202052233e-05,0.9996059815503754
1785497058.805493832,1789400710.609912,0.099871,-0.02163268217995115,0.006304521534927649,-0.0007089006962572308,0.0037769402179794846,-0.027919218856432507,-4.469242823384929e-05,0.99960304618565
1785497058.905643940,1789400710.725353,0.100150,-0.025238847876242976,0.004373448161312449,-0.001228294477342018,0.003958558551181181,-0.028239982485329482,-6.123926889927054e-05,0.9995933320371763
1785497059.005920410,1789400710.806932,0.100276,-0.030439817305118654,0.010082273532258624,-0.0010749929663596003,0.003461260962329761,-0.028577966029949938,-3.063555115073537e-05,0.9995855734211114
1785497059.105730772,1789400711.010860,0.099810,-0.028567320287540894,0.010612543601622167,-0.0012968617951570338,0.0036138293528931394,-0.02819075398903914,-2.1750743199971566e-05,0.9995960289806328
1785497059.205543995,1789400711.090526,0.099813,-0.01565768287971342,0.014108234123285856,-0.0002056676640427857,0.0034067569106634747,-0.02708352238214043,-1.868409523797704e-05,0.9996273688098178
1785497059.305551767,1789400711.106830,0.100008,-0.024615330995017656,0.0071299107656238635,-0.0018240793860306304,0.00419232916604354,-0.028236228487643858,-0.00013438158464624807,0.9995924778221144
1785497059.405975819,1789400711.223414,0.100424,-0.03203689683965313,0.0025167115336433826,-0.0030375517147627207,0.004434631926686215,-0.028746797405249953,-0.00012164702116393577,0.9995768809254373
1785497059.505888700,1789400711.297771,0.099913,-0.02659509716465249,0.006220462254090628,-0.0022732121099911518,0.003920261693468643,-0.027991004212853866,-0.00010468755720668801,0.9996004823287818
1785497059.605641365,1789400711.423485,0.099753,-0.02510856391038164,0.004647267040123722,-0.0033561425040073423,0.004068573810715078,-0.027920467488858652,-8.194616997207883e-05,0.9996018644876483
1785497059.705504417,1789400711.508764,0.099863,-0.02614402856137491,0.0025941152599979257,-0.0027401889641655575,0.0041261622805997085,-0.028047391728020035,-9.27799953437659e-05,0.99959807422482
1785497059.805650949,1789400711.630985,0.100147,-0.026731916674778644,0.0012696165465508327,-0.0014096011207999637,0.00410457417790962,-0.02808677542017415,-9.882179294851464e-05,0.9995970566941338
1785497059.905936241,1789400711.712347,0.100285,-0.022390869046616614,0.001639291215987986,-0.0007566572663358917,0.003962971284836107,-0.027695657740942556,-8.422324858816817e-05,0.9996085425341982
1785497060.005677700,1789400711.829643,0.099741,-0.04293720021227403,-0.003122012118003031,-0.001527423030142916,0.00429693490510184,-0.02952270428215843,-0.0001210882167640421,0.9995548667381599
1785497060.105610609,1789400711.905197,0.099933,-0.034489294448304036,0.0019224305329367686,-0.0005097084865577917,0.0036534329483476216,-0.02815589593239562,-5.570577212382735e-05,0.9995968661659611
1785497060.205538273,1789400712.030488,0.099928,-0.0318866590999926,0.004283587931054565,-0.0014026089248181384,0.0035111848366156766,-0.027902317101241445,-5.236330433019264e-05,0.9996044865543153
1785497060.305945158,1789400712.119930,0.100407,-0.019793225712528922,0.008875363181051492,-0.0008664463223503338,0.0032310633699538793,-0.026967998093857862,-4.691259085288464e-05,0.9996310745007506
1785497060.405777693,1789400712.218729,0.099833,-0.025658699730720075,0.009112083052676512,-0.0016856754092476334,0.0034273561253640324,-0.0278985553112318,-2.9773341025996855e-05,0.9996048834189895
1785497060.505597591,1789400712.308567,0.099820,-0.024241455022114736,0.005936599691554123,-0.0013440278920919257,0.003848588264564147,-0.027802826068434115,-4.972116806065999e-05,0.999606016768002
1785497060.605550289,1789400712.419024,0.099953,-0.024851695402840948,0.010603437470571733,-0.0017601003395498749,0.0034435991184707023,-0.027930691856924185,-3.488904514208607e-05,0.9996039299944086
1785497060.705601454,1789400712.519955,0.100051,-0.026864667444948934,0.009105989882316229,-0.0017486923113085862,0.003745163811987686,-0.028147195702393275,-5.5760044558625806e-05,0.9995967717099417
1785497060.806074619,1789400712.623308,0.100473,-0.02883257443603976,0.006388656941944034,-0.001703075300709067,0.004005203991967873,-0.02826612322983829,-6.287576944979488e-05,0.9995924072666735
1785497060.905608892,1789400712.723243,0.099534,-0.03006546034176008,0.010337611059381876,-0.0016197078774529139,0.00361372210060617,-0.028294739046864092,-4.596406977091725e-05,0.9995930905334236
1785497061.005550623,1789400712.810820,0.099942,-0.03087323769751473,0.005179217208759638,-0.0011641106896955744,0.0041557955313162856,-0.028239318918784454,-7.567447016278022e-05,0.9995925492438841
1785497061.105510950,1789400712.919488,0.099960,-0.03425203152947846,0.0037582854340247247,-0.0008592999835721482,0.004170619807900558,-0.028422899835508858,-7.897090587917188e-05,0.9995872840622584
1785497061.205703735,1789400713.022807,0.100193,-0.030903479521847015,0.007950323373096166,-0.0009777663582264395,0.0037374894618626042,-0.02795527881936977,-5.7292129661384676e-05,0.9996021860101512
1785497061.305658102,1789400713.123120,0.099954,-0.026832677682760257,0.00558922728233502,-0.0008390561146097708,0.00401486619895826,-0.027623399602175257,-6.606741833173666e-05,0.9996103362205327
1785497061.405664206,1789400713.220824,0.100006,-0.024102383536297525,0.008270964065134013,0.000397074810172815,0.003739170939187409,-0.027507991321222877,-5.259865317457012e-05,0.9996145888528979
1785497061.505549431,1789400713.445419,0.099885,-0.027561387772429544,0.0026811360601311967,-0.0018788525036992354,0.004271465788093498,-0.0280028977982643,-7.883293074087655e-05,0.9995987125243297
1785497061.605491400,1789400713.501527,0.099942,-0.023084668465031606,0.002436399005199222,-0.0015211860487183704,0.004115173060867857,-0.027593458789944736,-8.421540458423349e-05,0.9996107538889624
1785497061.705799341,1789400713.550898,0.100308,-0.024388347392016535,0.006137177096712836,-0.002110991488422309,0.003753192667933775,-0.02792420399786048,-4.352436433089617e-05,0.999602996434852
1785497061.805864096,1789400713.621916,0.100065,-0.04145650856379486,0.005767114943547419,-0.00041301873272853173,0.00372346857217723,-0.027866235637079628,-0.00014228860679920405,0.999604716098904
1785497061.905599594,1789400713.720618,0.099735,-0.027105811499237527,0.0016784138070468453,-0.007193935917031824,0.0037305144986972977,-0.027866946968025493,-0.00010839966608154634,0.9996046742476628
1785497062.005496502,1789400713.822246,0.099897,-0.015413386221356934,0.01148172135434274,0.0008148432605709632,0.0036905197339542005,-0.02790381572424228,-7.456516513793199e-05,0.9996037972977915
1785497062.105610847,1789400713.926841,0.100114,-0.02892251334905488,0.00489594836559522,-0.002387902630695382,0.0038993016246173158,-0.02826265361063369,-7.101983009600119e-05,0.9995929235513408
1785497062.205840111,1789400714.013379,0.100229,-0.02885304456996131,0.00752249772716809,6.503146007491578e-05,0.0037894874114774934,-0.028195228526521295,-7.00036951591376e-05,0.9995952500752419
1785497062.305722237,1789400714.127517,0.099882,-0.022725018719377148,0.010286322327621188,0.0019917257505863706,0.003695810983358599,-0.02796036090567737,-6.730844804132336e-05,0.9996021982112582
1785497062.405528307,1789400714.214323,0.099806,-0.022218776256250197,0.007142364940777565,-0.0005263246859792958,0.0039441139894143655,-0.028122421480440866,-5.481328172978673e-05,0.9995967038613254
1785497062.505491495,1789400714.321980,0.099963,-0.023262845852830602,-9.797628843625627e-05,-0.001001973153883562,0.004372955059064009,-0.02829879793423135,-7.699792247041086e-05,0.9995899406110768
1785497062.605791807,1789400714.420152,0.100300,-0.023205955400147485,0.005267602806324569,-0.0007730896075633376,0.0037470968739922086,-0.02831333139790595,-3.790474762974188e-05,0.9995920733446252
1785497062.705613613,1789400714.528952,0.099822,-0.015319062444302423,0.008247831008240029,-0.00016231244731007566,0.0035923153178226046,-0.02775862773391142,-4.722416006105509e-05,0.9996081990594482
1785497062.805601358,1789400714.620438,0.099988,-0.01745075282049769,0.008380671119346546,-6.192743796828992e-05,0.0036796019429980635,-0.028236009872612277,-4.5657359485359076e-05,0.9995945108850026
1785497062.905307055,1789400714.728487,0.099706,-0.030060311709589407,0.006441953182912677,-8.560867652285253e-05,0.003897810574898991,-0.029312428176953058,-7.190961834483896e-05,0.9995626961107078
1785497063.005633831,1789400714.812399,0.100327,-0.026906353961996164,0.005023196437767623,-0.0008420049599330293,0.0039865383672057575,-0.0286445129013549,-6.684426373214323e-05,0.9995817099789004
1785497063.106091022,1789400714.926061,0.100457,-0.020295339106111615,0.004330090951206031,-0.0012750597958821053,0.003986466959890419,-0.028005758107515658,-5.6954932390121495e-05,0.9995998110994939
1785497063.205692053,1789400715.016291,0.099601,-0.016755701752919308,0.006020286168888473,0.00017454530763594267,0.0037862671933799564,-0.027845178746341303,-3.7304021588420187e-05,0.9996050764225549
1785497063.305520773,1789400715.256972,0.099829,-0.02090266388183301,0.007269287474515272,-0.0006003933352854984,0.003716058006091137,-0.02837170967897321,-3.9593325808210575e-05,0.9995905338863325
1785497063.405500650,1789400715.316015,0.099980,-0.020230622920356545,0.004430773213043363,-0.0015096983688084875,0.003980119613628595,-0.028260718369362704,-4.4912111948968094e-05,0.9995926612515812
1785497063.505856991,1789400715.381877,0.100356,-0.023359730251989175,0.00580079216363178,-0.001804002344886091,0.0038002628849368053,-0.028527846422684328,-3.203846328553233e-05,0.9995857736853038
1785497063.605792999,1789400715.399009,0.099936,-0.02983423441236438,0.0006847482958545212,-0.0009628487765400151,0.003885119237263485,-0.02821238228445385,-0.00013975408406313397,0.9995943916425057
1785497063.705622435,1789400715.494322,0.099829,-0.036920083556430394,0.005991052237908282,0.0022142626940635513,0.00390777830367819,-0.028061178090934447,-0.00012707766845448655,0.9995985611254908
1785497063.805514336,1789400715.629034,0.099892,-0.020348749009308685,0.0077162572593129615,0.00012672904238930638,0.003903042633211331,-0.02786259868884162,-0.0001167859469956782,0.9996041357525276
